absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,is_potentially_hazardous_asteroid,is_sentry_object,epoch_date_close_approach,relative_velocity_km_per_sec,miss_distance_kilometers
28.8,0.0046190746,0.0103285648,False,False,1739923680000,27.7769956637,69260145.71510696
25.7,0.0192555078,0.0430566244,False,False,1739952180000,14.7726907039,58518894.2135987
24.89,0.0279611466,0.0625230245,False,False,1739935980000,19.9377431446,48447001.357167825
25.68,0.0194336768,0.0434550225,False,False,1739946780000,11.5048963211,51566790.15204261
26.04,0.0164647438,0.0368162863,False,False,1739948340000,21.2439728285,72131813.4874112
28.46,0.0054020049,0.0120792502,False,False,1739992860000,10.3673599019,4410167.707119648
28.04,0.0065547326,0.0146568276,False,True,1739968920000,4.5606973226,42593117.2800882
28.19,0.0061172324,0.0136785474,False,False,1739948940000,3.9500521372,278598.132872245
25.63,0.0198863453,0.04446722,False,False,1739927460000,4.2464267286,9281255.05358682
26.38,0.0140784543,0.0314803809,False,False,1739953680000,34.9088634162,1763465.735313948
27.94,0.0068636476,0.0153475826,False,False,1739972640000,13.9349899449,1457463.546545327
25.04,0.0260948603,0.0583498816,False,True,1739971020000,11.6909952371,575852.01772071
27.5,0.008405334,0.0187948982,False,False,1739962860000,8.5038582787,707513.192866432
23.29,0.0584191154,0.1306291133,False,False,1739974260000,18.1055298253,9868446.036341412
28.08,0.0064350952,0.0143893103,False,False,1739979660000,7.1484782094,3207835.80308646
23.91,0.0439091446,0.0981838322,False,False,1739966400000,18.9367416154,23054167.78330521
25.12,0.0251509837,0.0562393094,False,False,1739996280000,20.7132318615,8232848.407219549
29.3,0.0036690614,0.0082042706,False,True,1739885520000,22.2032872016,68757446.62198243
23.05,0.065246163,0.1458948557,False,False,1739919480000,8.9615515115,14630970.821900852
24.6,0.0319561887,0.0714562102,False,False,1739889120000,9.3701582739,28867796.74906397
27.8,0.0073207399,0.016369672,False,False,1739859360000,8.2603253414,41044467.71322499
26.14,0.0157237082,0.0351592805,False,False,1739891340000,10.3336847457,32598883.939207897
26.21,0.0152249185,0.0340439527,False,False,1739852100000,10.3114491867,20601659.13566182
22.93,0.0689532874,0.154184238,False,False,1739885640000,15.0002266412,36278522.53692566
23.52,0.052547853,0.1175005715,False,False,1739916720000,19.2077853378,55428859.6421982
25.35,0.0226232491,0.0505871228,False,False,1739839620000,18.2189127823,51117440.00804664
25.95,0.0171614894,0.0383742569,False,False,1739841900000,6.0846307529,27765881.95151489
24.31,0.0365220357,0.0816657545,False,False,1739857800000,13.0423590256,62175694.4674527
23.78,0.0466181437,0.1042413384,False,False,1739886000000,20.8824112694,9174526.996399112
30.9,0.0017561232,0.0039268108,False,True,1739905740000,7.9384648308,122573.209261731
26.11,0.0159424468,0.0356483948,False,False,1739853180000,7.3714728099,5099934.927456265
23.73,0.0477040198,0.1066694311,False,False,1739908620000,25.5915667451,6080013.135655499
27.25,0.0094309399,0.0210882227,False,True,1739902860000,18.1163747149,815973.159554919
24.42,0.0347180222,0.0776318577,False,False,1739922540000,17.9303194996,20414488.174873896
28.02,0.0066153828,0.0147924455,False,False,1739885940000,11.1703399118,734134.971581004
25.25,0.0236894499,0.0529712204,False,False,1739862960000,12.3689346489,14989939.49788359
24.0,0.0421264611,0.0941976306,False,False,1739861400000,23.5707540545,11918226.057943696
25.65,0.0197040262,0.044059542,False,False,1739867280000,11.0875577432,7233030.341199779
20.21,0.2412986969,0.5395602892,True,True,1740458880000,16.8962992971,58574507.31152992
26.6,0.0127219879,0.0284472297,False,False,1740480480000,15.4247254715,70813589.4000307
22.36,0.0896509666,0.2004656557,False,False,1740445620000,14.5528180487,3600240.186445891
26.33,0.0144063837,0.0322136532,False,False,1740443460000,24.1772173081,59260640.78464445
25.26,0.0235806068,0.0527278398,False,False,1740504600000,14.4946858932,12027964.622667287
26.19,0.0153657929,0.0343589575,False,True,1740462000000,9.6330885786,11056066.979511771
24.67,0.0309424699,0.069189466,False,False,1740472740000,6.9434101727,22786186.551427715
26.62,0.012605352,0.0281864239,False,False,1740466500000,5.1488362368,2742173.013672715
26.87,0.0112345318,0.0251211767,False,False,1740466980000,23.5874574608,49203705.27676829
26.62,0.012605352,0.0281864239,False,False,1740499260000,6.4880031627,5580476.257266813
25.32,0.0229379698,0.0512908597,False,False,1740522120000,24.4765406746,975755.772222815
26.63,0.0125474356,0.028056919,False,True,1740514980000,9.8493832586,289924.591524194
24.82,0.0288771931,0.0645713667,False,False,1740488520000,9.8692928242,8069202.564196986
27.37,0.0089239058,0.01995446,False,False,1740482340000,6.25410658,2783202.518367626
27.42,0.0087207729,0.019500241,False,True,1740507000000,14.7660395301,907782.688835175
24.83,0.0287445144,0.0642746882,False,False,1740503940000,11.576934293,8773427.745478688
23.72,0.0479242116,0.1071617948,False,False,1740479700000,30.0208044891,15791859.987042828
27.79,0.0073545309,0.016445231,False,False,1740523440000,3.5885209999,3838243.306676853
26.81,0.0115492818,0.0258249791,False,False,1740441840000,9.5152542531,1295820.48988675
24.25,0.0375452479,0.0839537266,False,False,1740508380000,14.8745859203,13187773.317193188
25.9,0.0175612318,0.0392681082,False,False,1740479400000,5.9595966722,16134742.77805914
27.49,0.0084441313,0.0188816516,False,False,1740452700000,28.0730045961,400336.705697672
26.59,0.0127807099,0.0285785361,False,False,1740495840000,7.4982259846,6033752.402883706
26.47,0.013506878,0.0302022973,False,True,1740472320000,6.7557362958,4575607.512839464
27.59,0.0080640828,0.0180318372,False,False,1740521400000,3.9177121297,21143054.859417126
26.28,0.0147419515,0.0329640056,False,False,1740510960000,11.3814520254,14769379.339696757
26.43,0.0137579896,0.0307638,False,False,1740506340000,17.5947460937,5008973.288983595
23.46,0.0540200494,0.1207925025,False,False,1740448920000,12.3900727481,17030532.6843696
20.71,0.191670368,0.428587972,True,False,1740356880000,23.61028202,10466234.711724248
19.6,0.3195618867,0.7145621017,False,False,1740417600000,10.5949764699,29332106.06670868
19.5,0.3346223745,0.7482383761,False,False,1740427140000,24.4606550279,54231473.54846572
22.03,0.1043650238,0.2333672878,True,False,1740375420000,6.4304145902,21057834.05416549
26.1,0.0160160338,0.0358129403,False,False,1740365280000,5.3462372007,12117164.566703262
23.9,0.04411182,0.0986370281,False,False,1740426360000,5.3360644505,64752234.00600309
26.7,0.0121494041,0.0271668934,False,False,1740403320000,22.1345609188,56469844.85791306
24.75,0.0298232505,0.0666868155,False,False,1740436260000,12.9105834004,21856672.55792656
19.85,0.2848098313,0.6368541435,False,False,1740417600000,10.5950031112,29332071.00096795
25.38,0.0223128464,0.0498930414,False,False,1740408420000,27.6842240368,58775165.56748343
24.1,0.040230458,0.0899580388,False,False,1740381240000,24.1843284593,57212338.56560096
28.58,0.0051115778,0.0114298355,False,False,1740407220000,9.1937830599,13043968.684548084
22.2,0.096506147,0.2157943048,False,False,1740416220000,10.0867730194,10512144.652450675
21.58,0.1283970296,0.2871044863,True,False,1740394020000,14.135377109,7829952.904754462
24.96,0.0270741591,0.0605396602,False,False,1740371700000,11.5657264585,4055172.709598998
27.75,0.0074912618,0.0167509707,False,False,1740415800000,8.3759045164,1130975.978971025
28.1,0.0063760979,0.0142573883,False,False,1740371640000,7.8588627568,1552338.126744865
29.06,0.0040978398,0.0091630484,False,False,1740382440000,7.5561002034,725099.993262567
25.41,0.0220067027,0.0492084832,False,False,1740375480000,4.5206783748,22739454.540486056
30.91,0.0017480545,0.0039087688,False,True,1740363060000,8.8972755512,7201979.313629608
20.38,0.2231284644,0.4989304142,False,False,1740272580000,26.0224072912,27220027.238847427
25.0,0.02658,0.0594346868,False,False,1740277740000,13.5178139657,18878369.62871188
26.8,0.0116025908,0.0259441818,False,False,1740319140000,24.0424055148,48040384.099053726
19.7,0.3051792326,0.6824015094,False,False,1740311520000,8.8682135417,53112198.636172906
25.1,0.0253837029,0.0567596853,False,False,1740322560000,13.1066103502,45025589.98580674
26.2,0.0152951935,0.0342010925,False,False,1740290160000,4.3456154287,35361938.57156456
25.71,0.0191670368,0.0428587972,False,False,1740333600000,6.4030153398,64155612.882156454
23.59,0.0508809225,0.1137732014,False,False,1740310020000,17.2755732176,18829575.81504652
22.0,0.1058168859,0.2366137501,False,False,1740335820000,4.7628283653,25867858.093262453
23.31,0.0578835257,0.1294314984,False,False,1740323520000,12.6214542109,7240426.714208958
24.78,0.0294140602,0.0657718381,False,False,1740295260000,17.4240356181,1034218.978853703
29.56,0.0032550299,0.007278468,False,False,1740291240000,11.9922761339,187671.171185841
27.96,0.0068007213,0.0152068751,False,False,1740341820000,5.6181923275,3851015.179948742
24.54,0.0328514828,0.0734581487,False,False,1740285780000,11.047265096,3601836.440598152
25.75,0.0188171989,0.042076536,False,False,1740319380000,15.8433210026,4694765.911361853
24.77,0.0295498293,0.0660754271,False,False,1740304380000,10.194331949,6302042.928357424
27.54,0.0082519194,0.0184518527,False,False,1740278880000,16.1816615616,1588077.28228467
25.1,0.0253837029,0.0567596853,False,True,1740245340000,18.8058470477,34736492.54117186
22.3,0.0921626549,0.2060819612,False,False,1740226980000,6.9995784115,51174999.44906549
23.16,0.0620233153,0.1386883492,False,False,1740250320000,14.4177280298,52129708.58119396
23.18,0.0614546821,0.1374168468,False,False,1740223680000,11.0115769909,47266886.60680301
25.25,0.0236894499,0.0529712204,False,False,1740254880000,17.4534543801,57597444.48775713
22.68,0.077366861,0.1729975604,False,False,1740188280000,24.5960186565,37384908.81480904
27.88,0.0070559416,0.015777565,False,False,1740247020000,8.6617107778,1311812.965943147
24.75,0.0298232505,0.0666868155,False,False,1740187380000,7.9157002397,4695377.617052283
24.74,0.0299609084,0.0669946278,False,False,1740236400000,14.6902526221,8595789.624720562
30.24,0.0023798795,0.0053215724,False,True,1740186300000,15.430940786,150543.238779678
30.32,0.002293797,0.005129086,False,False,1740252060000,3.944883676,154713.458923372
26.42,0.0138214936,0.0309057992,False,False,1740268560000,7.6881809988,2693143.792799128
26.18,0.0154367182,0.0345175513,False,False,1740185940000,13.1835858453,1056587.211410991
26.88,0.0111829138,0.0250057554,False,False,1740239100000,7.670355488,3857564.395179898
26.33,0.0144063837,0.0322136532,False,False,1740215940000,4.5746169495,8992641.178760419
28.82,0.0045767267,0.010233872,False,False,1740264060000,11.2269388331,451174.579779346
23.72,0.0479242116,0.1071617948,False,False,1740110100000,20.3339786527,57070250.0000422
26.27,0.0148099972,0.0331161605,False,False,1740175140000,16.6721788629,1066006.820812985
22.98,0.067383719,0.1506745763,False,False,1740156480000,22.3498910075,71784376.96715167
25.25,0.0236894499,0.0529712204,False,False,1740155100000,8.222728285,43975800.32209111
27.5,0.008405334,0.0187948982,False,False,1740165960000,11.5823604501,48115814.0229096
25.3,0.0231502122,0.0517654482,False,False,1740123060000,10.4099866945,43476378.81357977
23.89,0.0443154309,0.099092316,False,False,1740099060000,18.1713061427,25486594.143603623
26.16,0.0155795524,0.0348369383,False,False,1740116340000,9.5598357129,13381082.32346657
23.54,0.0520660914,0.1164233197,False,False,1740145980000,15.4239273381,57289112.07280666
26.51,0.0132603497,0.0296510433,False,False,1740153540000,10.8004834342,50945763.227769926
26.22,0.0151549664,0.033887535,False,False,1740130680000,10.5178180726,4168098.920696335
29.93,0.0027450798,0.0061381851,False,False,1740160200000,6.6930029204,299199.898820786
24.87,0.0282198679,0.063101543,False,False,1740139200000,9.329281972,2170195.266629478
27.2,0.0096506147,0.0215794305,False,False,1740097140000,5.1884088726,2121594.494055571
24.5,0.0334622374,0.0748238376,False,False,1740140880000,10.8434601895,21167495.7255839
24.49,0.0336166921,0.0751692087,False,False,1740103200000,20.3170159726,5465517.48982936
26.67,0.0123184191,0.0275448225,False,False,1740117300000,7.1669381207,1203133.299822778
25.14,0.0249203981,0.0557237043,False,False,1740166920000,8.6016804763,8581633.013724806
27.38,0.0088829042,0.0198627775,False,False,1740179640000,6.1165377296,2717974.944848948
27.46,0.0085616008,0.0191443215,False,False,1740138480000,15.2755267178,1822227.299936764
24.57,0.0324007435,0.0724502651,False,False,1740098280000,15.8207433614,10012193.986353572
23.81,0.0459785188,0.1028110936,False,False,1740165900000,14.854711064,18933265.988288146
27.3,0.0092162655,0.0206081961,False,False,1740141420000,10.9148777305,16995575.925689895
26.88,0.0111829138,0.0250057554,False,False,1740167460000,7.3474138296,8538569.531510014
25.448,0.0216249433,0.0483548431,False,False,1740145320000,4.5718011178,21758844.34730132
24.8,0.0291443905,0.0651688382,False,False,1740094620000,22.0516156932,65360740.66566144
21.8,0.1160259082,0.2594418179,False,False,1740083580000,7.3016816492,29453387.214127008
23.13,0.0628861456,0.1406176963,False,False,1740018840000,9.1912906633,5724654.196436713
28.9,0.004411182,0.0098637028,False,False,1740074940000,4.1177050206,9170110.852316923
24.13,0.0396784754,0.0887237683,False,False,1740014700000,6.8885720054,17238026.515797023
22.24,0.0947447113,0.2118556149,False,False,1740063480000,18.5610690382,16319532.993464522
25.08,0.0256185754,0.0572848762,False,False,1740073020000,3.6661640977,15375635.673395628
26.42,0.0138214936,0.0309057992,False,False,1740071040000,9.251897338,64067162.67776556
25.01,0.026457876,0.0591616093,False,False,1740041040000,31.1873542239,4726711.234998884
23.75,0.0472666667,0.1056914799,False,False,1740089340000,20.4498141291,9314541.73156542
27.5,0.008405334,0.0187948982,False,False,1740022140000,6.7981832263,3484862.530012651
26.53,0.0131387781,0.0293792009,False,False,1740095520000,4.8906372233,9578692.22574561
21.79,0.1165614595,0.2606393469,False,False,1740083580000,7.3016816579,29453387.214127008
27.7,0.0076657557,0.0171411509,False,False,1740729360000,3.6961578244,15545534.453067811
21.36,0.1420872067,0.317716653,True,False,1740712320000,28.7525118688,27094717.360950846
26.6,0.0127219879,0.0284472297,False,False,1740750780000,20.3667687959,54539057.65991066
22.68,0.077366861,0.1729975604,False,False,1740787080000,28.0315643405,41883660.57153388
27.76,0.0074568426,0.016674007,False,False,1740733560000,9.3179422488,34092722.477119885
25.16,0.0246919266,0.0552128263,False,False,1740738120000,9.5561880944,60222931.74626153
24.61,0.0318093633,0.0711278987,False,False,1740781740000,3.5337495082,13867595.824644323
24.81,0.0290104841,0.0648694146,False,False,1740761940000,4.950982898,26303005.49027956
29.45,0.0034241673,0.0076566709,False,False,1740745680000,3.2064430243,685293.48107448
24.43,0.0345585074,0.0772751717,False,False,1740766500000,17.909035111,12685059.87763292
28.54,0.0052066091,0.011642332,False,False,1740746580000,10.0137764271,262122.081701073
25.95,0.0171614894,0.0383742569,False,False,1740754560000,11.4477191826,3780668.93579057
28.7,0.0048367649,0.0108153351,False,False,1740653580000,7.132276212,33769070.836367175
29.1,0.0040230458,0.0089958039,False,False,1740628860000,15.3375680981,18913001.924571335
26.7,0.0121494041,0.0271668934,False,False,1740688920000,20.7836753311,61737703.72355965
26.8,0.0116025908,0.0259441818,False,False,1740637740000,18.2997100887,73269220.78353204
24.26,0.0373727432,0.0835679943,False,False,1740638460000,15.1658785279,59048541.50799014
24.58,0.0322518756,0.0721173863,False,False,1740647820000,17.2700464857,51210540.23782968
25.78,0.0185590173,0.0414992243,False,False,1740665100000,10.4223140535,33249975.158460017
26.2,0.0152951935,0.0342010925,False,False,1740676560000,25.9796805031,65639675.52837927
26.32,0.0144728805,0.0323623447,False,False,1740678000000,11.1892495488,8591696.626997363
26.3,0.0146067964,0.0326617897,False,False,1740664680000,8.8142905836,16126990.676274888
24.39,0.035200998,0.0787118244,False,False,1740646080000,12.9765480458,74490680.89953448
26.36,0.0142087207,0.0317716653,False,False,1740625380000,8.2347294628,7931633.44004965
24.03,0.0415484643,0.0929051906,False,False,1740673560000,9.6828810377,45617257.894258104
22.02,0.1048467509,0.2344444622,False,False,1740678720000,8.9969082718,25467645.32940008
23.19,0.0611723235,0.1367854737,False,False,1740625200000,8.9922310572,13169194.264044916
25.31,0.0230438467,0.0515276076,False,False,1740645780000,6.4510634001,4955628.079801786
25.58,0.0203495578,0.0455029946,False,False,1740652740000,13.6480034295,11397647.521069733
26.95,0.0108281678,0.0242125192,False,False,1740663180000,4.5464351427,4682324.574583729
25.37,0.0224158379,0.0501233372,False,False,1740642060000,7.7470143237,12875879.006877597
27.1,0.0101054342,0.0225964377,False,False,1740627780000,15.6476792565,1069332.979854565
23.39,0.0557898221,0.1247498347,False,False,1740644940000,10.1064588111,7120215.505716657
24.55,0.0327005439,0.0731206391,False,False,1740575640000,18.2947751197,2508262.038457094
23.64,0.0497227313,0.1111834072,False,False,1740576780000,22.1029974323,53345755.917144485
24.46,0.0340843469,0.0762149166,False,False,1740609180000,9.6513980248,62559063.01978583
25.0,0.02658,0.0594346868,False,False,1740554100000,14.5809732707,61269520.135237455
26.6,0.0127219879,0.0284472297,False,True,1740568380000,21.6570577293,43424729.90960568
22.43,0.0868070458,0.1941064553,False,False,1740593280000,15.4936598204,29690660.85026449
22.8,0.0732073989,0.1636967205,False,False,1740543360000,16.1975427591,9629977.053383484
23.4,0.0555334912,0.1241766613,False,False,1740581880000,17.2407513181,66056453.3092661
25.49,0.0212106988,0.0474285643,False,False,1740611460000,9.2250676049,35060789.5022564
23.67,0.0490405098,0.1096579137,False,False,1740600120000,10.4541511884,41779099.25997568
25.5,0.0211132445,0.0472106499,False,False,1740575280000,3.6548261648,34566695.26365448
23.43,0.0547715431,0.1224728936,False,False,1740545700000,6.7041888382,19072267.915954977
28.66,0.0049266871,0.0110164072,False,True,1740567660000,7.8383759054,854413.708551823
26.04,0.0164647438,0.0368162863,False,False,1740535800000,14.1029805143,7511328.410664378
26.0,0.0167708462,0.0375007522,False,False,1740607380000,12.8083786704,3638561.535859979
30.17,0.0024578477,0.0054959146,False,True,1740592380000,5.9986719686,298312.125221058
29.14,0.0039496169,0.008831612,False,True,1740539880000,9.1366032314,385538.648954929
25.99,0.0168482569,0.0376738478,False,False,1740574800000,16.9352581414,2716476.108829631
26.57,0.0128989683,0.02884297,False,False,1740548220000,16.9719035804,24273548.458995078
20.17,0.2457847746,0.5495914639,True,False,1740852840000,23.2810457639,69970734.14650762
26.0,0.0167708462,0.0375007522,False,False,1740828840000,9.2899468185,41207184.50859549
23.8,0.046190746,0.1032856481,False,False,1740801660000,7.1053348142,60273612.796896085
24.49,0.0336166921,0.0751692087,False,False,1740816600000,8.1415048656,22121481.178016245
26.5,0.0133215567,0.0297879063,False,False,1740871800000,5.5141393963,58022295.72161276
21.32,0.1447288051,0.3236234466,True,False,1740857400000,11.0809651348,33198695.761224825
24.78,0.0294140602,0.0657718381,False,False,1740800880000,13.4086956584,24763928.137605533
27.59,0.0080640828,0.0180318372,False,True,1740831300000,18.249145105,73579831.85827854
25.93,0.0173202827,0.0387293295,False,False,1740866760000,11.6510868762,55651515.20279033
25.43,0.021804944,0.0487573371,False,False,1740860040000,23.5137728288,6203781.646858317
23.9,0.04411182,0.0986370281,False,False,1740808980000,12.7758398859,17464582.751090683
24.26,0.0373727432,0.0835679943,False,False,1740834900000,20.8402044616,9723769.24811421
25.06,0.0258556212,0.0578149266,False,False,1740857100000,6.6905133477,20209070.0438123
23.4,0.0555334912,0.1241766613,False,False,1740871140000,12.7994670189,21350746.42930911
26.95,0.0108281678,0.0242125192,False,False,1740826740000,13.1039566571,558382.412295933
24.55,0.0327005439,0.0731206391,False,False,1740818580000,9.7326874861,16711897.89794606
24.48,0.0337718597,0.0755161741,False,False,1740795540000,12.4605518082,3596297.744019059
26.23,0.0150853356,0.0337318359,False,False,1740789900000,32.144972255,3309823.058894509
25.69,0.0193443872,0.0432553648,False,False,1740818280000,11.2849407139,6852969.278094048
25.04,0.0260948603,0.0583498816,False,False,1740866700000,8.2599736266,7448954.850349773
26.8,0.0116025908,0.0259441818,False,False,1740839100000,7.1369697923,3297529.240575992
23.21,0.0606114923,0.1355314169,False,False,1740798600000,14.1133115498,12958745.306213088
26.5,0.0133215567,0.0297879063,False,False,1740863400000,9.8152075392,7536722.664056665
24.31,0.0365220357,0.0816657545,False,False,1740887280000,10.0777491143,9303846.875120612
21.04,0.1646474378,0.3681628631,False,False,1740883620000,15.2576280799,26977432.63087085
22.1,0.1010543415,0.2259643771,False,False,1740917520000,9.1227683636,20055830.841978204
26.6,0.0127219879,0.0284472297,False,False,1740946440000,15.3833948602,61249402.19872008
22.29,0.0925880583,0.2070331923,False,False,1740903240000,22.6963354878,35272064.07577297
27.1,0.0101054342,0.0225964377,False,False,1740921240000,16.812668502,54125880.46039813
24.19,0.0385971268,0.0863057993,False,False,1740916620000,4.6708900901,57935308.59935025
24.01,0.0419329075,0.0937648318,False,False,1740905040000,7.625051023,69391027.64990763
26.03,0.0165407416,0.0369862226,False,False,1740890400000,3.5131402805,10094734.326890118
23.87,0.0447254765,0.1000092059,False,False,1740922980000,25.2921960844,22354877.835754804
26.66,0.0123752784,0.0276719637,False,False,1740936420000,4.5058994489,57355099.4090277
24.23,0.0378926498,0.0847305409,False,False,1740918600000,10.320497765,6307693.494223703
28.51,0.0052790403,0.0118042929,False,False,1740878160000,7.3772193077,767637.190170699
25.08,0.0256185754,0.0572848762,False,False,1740939660000,7.5114534013,11801580.978436243
26.42,0.0138214936,0.0309057992,False,False,1740927000000,4.2696996043,1535527.245621059
27.15,0.0098754064,0.02208208,False,False,1740923760000,14.9739576294,1474403.440872221
24.66,0.0310852938,0.0695088301,False,False,1740885420000,13.7164679984,15351821.652223727
27.68,0.0077366861,0.017299756,False,False,1740883380000,10.9973105319,840362.698692499
25.56,0.02053785,0.0459240286,False,False,1740923340000,8.3525457896,5829868.053903857
26.32,0.0144728805,0.0323623447,False,False,1740905580000,6.3504974064,8140759.59367579
26.59,0.0127807099,0.0285785361,False,False,1740920400000,11.0897504819,2090399.478535525
24.98,0.0268259417,0.0599846292,False,False,1740904740000,8.9927608946,13631948.018158002
17.39,0.8842090927,1.9771516375,False,False,1741018320000,38.7813818691,16114897.603338124
24.7,0.0305179233,0.0682401509,False,False,1741030500000,12.5770663495,18380736.65249511
22.23,0.095182033,0.212833496,False,False,1741030020000,21.8630826106,11148642.704202807
27.63,0.0079168967,0.0177027191,False,True,1740965880000,7.933592095,8425525.631768348
25.0,0.02658,0.0594346868,False,False,1740965340000,13.3944012338,45360286.07826667
18.32,0.5761757511,1.2883681464,False,False,1741039620000,28.2067589909,25888491.768436663
23.69,0.0485909037,0.1086525639,False,False,1741033500000,10.7287672843,15050951.567983324
26.02,0.0166170902,0.0371569432,False,False,1740969960000,20.3150205118,73172388.56560569
24.42,0.0347180222,0.0776318577,False,False,1741004220000,14.0795339309,32471404.84731696
25.17,0.0245784775,0.0549591464,False,False,1740998880000,7.8275095656,14467371.608534368
26.12,0.0158691979,0.0354846053,False,False,1740995640000,19.6705344923,3215496.500572142
29.27,0.0037201031,0.0083184034,False,False,1741002780000,11.9648019821,342839.691869966
27.26,0.0093876087,0.0209913311,False,False,1740995460000,7.2233867815,3443376.018784677
23.2,0.0608912622,0.1361570015,False,False,1741005720000,14.8791169017,26002243.864494912
27.23,0.0095182033,0.0212833496,False,False,1741016640000,16.465926134,1770800.877914936
26.59,0.0127807099,0.0285785361,False,False,1741005360000,11.1996731382,787874.790024299
26.79,0.0116561459,0.0260639347,False,False,1740964380000,13.1083463722,2205417.800885025
27.28,0.0093015425,0.0207988814,False,False,1740965700000,12.7836145639,731934.102677351
24.31,0.0365220357,0.0816657545,False,False,1740987540000,4.6379551878,15457626.735432897
18.34,0.57089334,1.2765563162,False,False,1741039620000,28.2067590209,25888491.768436663
22.06,0.102933082,0.2301653685,True,False,1741105560000,21.681828484,22911213.898787007
27.4,0.0088014652,0.0196806745,False,False,1741128600000,5.6737295307,31183682.479087766
24.75,0.0298232505,0.0666868155,False,False,1741054440000,31.9097739848,66442206.70596342
24.15,0.039314701,0.0879103439,False,False,1741062480000,21.7931511431,35806786.68734118
23.83,0.0455569852,0.1018685158,False,False,1741103100000,7.2306370795,40390957.03266158
25.18,0.0244655496,0.0547066321,False,False,1741099260000,8.0224968793,6288495.135813206
24.98,0.0268259417,0.0599846292,False,True,1741076160000,17.9911161494,2440592.534027045
27.1,0.0101054342,0.0225964377,False,False,1741062180000,7.073869356,473253.624694137
23.63,0.049952241,0.1116966065,False,False,1741054860000,16.3876601946,13636533.282632224
27.52,0.0083282735,0.0186225856,False,False,1741103700000,8.8293990721,1605189.259041425
21.9,0.1108038821,0.2477650126,False,False,1741062660000,14.2634124142,2761146.167449714
28.26,0.0059231806,0.0132446345,False,True,1741053900000,11.7447060616,2259709.306353306
24.38,0.0353634784,0.0790751417,False,False,1741120140000,23.639014752,2098556.511834293
26.36,0.0142087207,0.0317716653,False,False,1741052220000,10.1371170679,5053311.674166101
21.89,0.1113153296,0.2489086439,True,False,1741172280000,7.8605001934,3672622.158419023
20.92,0.1740022951,0.38908096,False,False,1741207980000,22.0264590416,25973553.999946095
22.51,0.0836671502,0.1870854353,False,False,1741151880000,28.6792622453,73425700.02091396
21.44,0.1369477737,0.3062245314,True,False,1741165140000,19.2287766226,73742982.39771333
26.8,0.0116025908,0.0259441818,False,False,1741142460000,18.763283939,50504755.408994496
27.34,0.0090480497,0.0202320542,False,True,1741200660000,17.5994369088,70778548.11855444
25.7,0.0192555078,0.0430566244,False,False,1741205700000,8.7634469402,48528868.88128405
21.99,0.1063053145,0.2377059096,False,False,1741134840000,10.9107507471,23614600.569047567
24.87,0.0282198679,0.063101543,False,False,1741171860000,10.727400615,6427843.681744831
25.61,0.0200703514,0.0448786701,False,False,1741146360000,7.7317041905,11630551.059349414
21.49,0.1338304618,0.2992540101,False,False,1741609380000,17.3279837746,66336716.09243677
27.1,0.0101054342,0.0225964377,False,False,1741610880000,16.5818306912,63109087.8179589
24.2,0.0384197891,0.0859092601,False,False,1741628280000,17.8679370831,45217659.22965208
27.7,0.0076657557,0.0171411509,False,False,1741620120000,6.8791329628,36011593.24735043
27.2,0.0096506147,0.0215794305,False,False,1741619400000,4.3643246233,4087872.64977167
27.81,0.0072871041,0.0162944602,False,False,1741636440000,6.8057089383,31470147.260833327
26.26,0.014878357,0.0332690178,False,False,1741625040000,6.6948986969,63276467.68365581
25.85,0.0179702855,0.0401827799,False,False,1741602780000,15.6063349126,39253540.760668546
21.86,0.1128638801,0.2523713081,True,False,1741648080000,17.404994571,44499286.51796533
25.8,0.0183888672,0.0411187571,False,False,1741598700000,19.338702416,67496348.69530989
26.9,0.0110803882,0.0247765013,False,False,1741588560000,6.6609843032,53051609.239895076
23.21,0.0606114923,0.1355314169,False,False,1741649580000,4.48401435,29457538.809335884
27.85,0.0071540995,0.0159970528,False,False,1741593120000,2.0364405624,2268850.289722425
24.01,0.0419329075,0.0937648318,False,False,1741639080000,10.7860473529,2577511.894785823
26.84,0.0113908197,0.0254706471,False,False,1741570800000,7.9764848805,2732534.482747763
26.09,0.0160899605,0.0359782453,False,False,1741621200000,5.2382109722,18729944.620972466
20.04,0.2609486033,0.5834988155,False,False,1741725180000,14.6570433288,68587632.43990573
23.02,0.0661538275,0.1479244553,False,False,1741701120000,8.1651893234,18663027.429270856
29.05,0.0041167546,0.0092053431,False,True,1741704360000,8.7597448126,18387962.842967372
25.47,0.021406959,0.0478674154,False,False,1741691040000,8.2957885412,16266754.82004916
26.05,0.0163890951,0.0366471308,False,False,1741732860000,19.7953128377,39579811.65068793
24.39,0.035200998,0.0787118244,False,False,1741677720000,11.0946520506,52066456.28299098
29.95,0.0027199128,0.0060819099,False,False,1741686480000,7.4523563133,65236309.07685963
27.28,0.0093015425,0.0207988814,False,False,1741710540000,2.5837942977,3696072.522128743
25.53,0.0208235599,0.0465628955,False,False,1741675620000,7.902702197,7656040.474069326
25.39,0.0222103282,0.0496638037,False,False,1741716720000,5.7067657428,10830743.939299665
23.47,0.0537718498,0.1202375114,False,False,1741670280000,18.1173742601,26671275.279191468
24.04,0.0413575665,0.0924783301,False,False,1741732980000,24.0548880427,6610237.189674942
